User_ID,Age,Gender,Job_Type,Annual_Income,Marital_Status,Number_of_Dependents,Rent,EMI,Grocery,Food_Outside,Travel,Entertainment,Healthcare,Subscriptions,Education,Savings,Financial_Goal,Target_Monthly_Expense
2490,25,Female,Salaried,372661.0,Single,0,4361.0,7998,5143.0,1570,2108,1662,1409,496,2334,5888.0,None,27081
2491,38,Male,Freelancer,847097.0,Single,0,12335.0,3615,6868.0,2295,2417,0,1289,560,2177,8186.0,Education,30829
2492,51,Other,Self-Employed,727424.0,Married,3,12281.0,8184,6300.0,3999,3890,983,1477,890,731,3570.0,Save for Trip,38735
2493,21,Male,Salaried,911677.0,Married,0,21290.0,1448,7270.0,2158,473,1032,1725,1228,2386,8881.0,Buy House,39010
2494,42,Female,Salaried,464156.0,Single,3,9321.0,8495,4888.0,2693,428,2518,344,1088,3047,14225.0,Save for Trip,32822
2495,32,Male,Freelancer,619825.0,Single,1,1014.0,6223,4893.0,253,0,318,1543,925,990,11752.0,Buy House,15755
2496,21,Female,Salaried,607871.0,Single,1,10888.0,5019,5312.0,2147,1655,1699,455,1061,3333,4139.0,Buy House,31569
2497,62,Female,Freelancer,652778.0,Married,0,18515.0,6833,,2205,2040,1151,1410,1189,2675,18971.0,Buy House,38718
2498,29,Female,Salaried,309077.0,Single,3,15052.0,5836,6551.0,788,868,760,1977,1181,3173,9701.0,Education,36186
2499,49,Female,Self-Employed,622167.0,Married,3,17431.0,6389,4438.0,1729,0,0,1804,779,1632,8364.0,Buy House,33865
2500,49,Female,Student,314707.0,Married,3,14260.0,11066,4934.0,1710,3500,1148,692,634,710,9441.0,Education,38654
2501,45,Male,Student,671667.0,Married,0,9806.0,15196,5641.0,890,1863,1159,605,1391,2573,15942.0,Save for Trip,39124
2502,30,Male,Salaried,174270.0,Married,3,6379.0,0,3841.0,1492,275,822,2664,983,3032,6662.0,Save for Trip,16670
2503,48,Male,Salaried,229683.0,Married,4,7087.0,7071,3889.0,4113,1139,2151,2081,1102,4893,12941.0,Education,33526
2504,31,Other,Freelancer,763710.0,Single,3,,2869,5585.0,2022,3792,1797,1334,446,140,14330.0,Save for Trip,26974
2505,37,Male,Salaried,490632.0,Single,4,15170.0,6635,5655.0,2312,2448,880,2433,1264,2218,18363.0,Emergency Fund,39015
2506,35,Female,Salaried,402428.0,Married,1,11598.0,9611,8432.0,3886,1171,1775,1377,576,2975,2721.0,Save for Trip,41401
2507,46,Female,Student,854169.0,Single,4,3004.0,17549,5365.0,0,544,1913,3325,627,3056,7859.0,Emergency Fund,34894
2508,23,Male,Salaried,665525.0,Single,1,13601.0,6710,5802.0,4154,2862,541,1292,521,302,6924.0,Save for Trip,35785
2509,49,Male,Salaried,774418.0,Single,0,18113.0,8519,8488.0,2746,72,280,3473,782,3093,9081.0,Save for Trip,45566
2510,46,Male,Salaried,566752.0,Single,1,4110.0,4344,5519.0,768,1999,152,1635,824,0,9452.0,Buy House,19204
2511,60,Male,Self-Employed,1135926.0,Married,1,14749.0,4135,5650.0,760,1982,1710,527,745,15,9474.0,Emergency Fund,30273
2512,19,Male,Self-Employed,479097.0,Married,3,1445.0,3945,630.0,2798,2603,763,1527,810,4073,13377.0,Education,18594
2513,40,Male,Salaried,948899.0,Single,2,7621.0,5130,4420.0,2776,2062,496,2062,470,681,8420.0,Buy House,25718
2514,36,Female,Salaried,587727.0,Married,1,5581.0,6101,5306.0,2435,2123,1674,1512,995,3532,12125.0,Emergency Fund,29259
2515,48,Other,Salaried,269098.0,Single,4,15423.0,13686,3858.0,1052,1838,781,1032,1389,2341,13440.0,Buy House,41400
2516,22,Male,Self-Employed,696570.0,Married,0,20323.0,6615,5320.0,2235,1806,271,1711,578,3608,13030.0,None,42467
2517,36,Male,Salaried,662953.0,Single,4,17311.0,10220,6078.0,1355,3373,2048,2002,551,1318,10643.0,Buy House,44256
2518,51,Male,Student,389736.0,Married,0,17141.0,9176,6385.0,1727,1515,1741,940,740,1376,13932.0,Education,40741
2519,27,Female,Salaried,415556.0,Single,4,7343.0,11809,4836.0,1014,2368,554,1452,722,2769,5697.0,None,32867
2520,42,Female,Unemployed,595060.0,Single,1,14914.0,392,2664.0,1322,1099,466,699,442,3954,7047.0,Education,25952
2521,19,Male,Salaried,669950.0,Married,2,13198.0,9372,5130.0,0,471,877,1790,355,3702,7552.0,Education,34791
2522,28,Male,Freelancer,105867.0,Single,1,6123.0,8918,4370.0,3503,1021,1461,750,1161,1008,12540.0,Emergency Fund,28315
2523,48,Female,Salaried,810624.0,Married,3,17380.0,7601,3849.0,1156,1255,1797,1687,252,5018,11882.0,Save for Trip,39995
2524,32,Female,Salaried,501100.0,Married,4,14169.0,12305,4577.0,3372,451,243,2410,801,313,15289.0,Buy House,38641
2525,26,Male,Student,333651.0,Single,2,10906.0,7517,4480.0,1545,10,0,2038,463,1649,6244.0,Education,28469
2526,40,Female,Student,788213.0,Married,4,16106.0,11516,4673.0,1405,2698,856,1300,1177,3665,19624.0,None,43396
2527,36,Male,Salaried,595276.0,Single,3,12740.0,8680,4314.0,0,901,246,451,390,2610,10306.0,Emergency Fund,30245
2528,26,Male,Freelancer,843233.0,Single,3,18006.0,8989,7157.0,3905,1218,808,1517,545,4343,7410.0,Buy House,46488
2529,52,Female,Self-Employed,687590.0,Married,3,21440.0,9265,5399.0,3049,926,578,1203,400,1855,15235.0,Buy House,44115
2530,38,Female,Student,599697.0,Single,1,10604.0,7203,5405.0,1053,0,0,1521,566,3328,13247.0,Emergency Fund,28724
2531,26,Male,Salaried,569454.0,Married,1,10549.0,14256,5623.0,2920,3139,2188,1589,465,417,9627.0,Buy House,41146
2532,45,Female,Self-Employed,696543.0,Single,2,9546.0,12302,2938.0,3071,578,1088,1179,960,618,8223.0,Save for Trip,32280
2533,63,Male,Salaried,517294.0,Married,3,12087.0,7762,6522.0,2204,2512,1611,951,937,1218,8161.0,Save for Trip,35804
2534,24,Female,Salaried,429485.0,Single,1,18755.0,8684,9877.0,2174,508,0,1839,1672,315,11113.0,Buy House,43287
2535,33,Female,,721982.0,Single,0,6695.0,9924,3556.0,1987,1727,483,2729,189,382,10195.0,Buy House,27672
2536,33,Female,Salaried,571102.0,Married,0,5148.0,11240,3988.0,1217,2452,525,1651,1029,1708,3130.0,Emergency Fund,28958
2537,50,Female,Salaried,606714.0,Single,1,13180.0,14451,4177.0,1598,323,1699,1444,682,2193,8439.0,None,39747
2538,21,Male,Self-Employed,817876.0,Married,2,11813.0,11627,5448.0,1033,1091,2193,2323,1017,2104,13589.0,Education,38649
2539,21,Female,Self-Employed,577225.0,Single,4,12965.0,7302,4796.0,3034,880,168,1295,724,3103,7128.0,Education,34267
2540,56,Female,Salaried,603007.0,Single,3,2218.0,4730,4228.0,3660,1050,1113,2534,1100,1771,5645.0,None,22404
2541,57,Female,Salaried,480070.0,Married,1,19707.0,11969,5879.0,2363,2274,1903,2139,1394,0,13180.0,Buy House,47498
2542,34,Male,Student,686148.0,Single,2,13027.0,9156,5582.0,1476,2888,522,0,566,1406,18387.0,Education,33940
2543,54,Female,,669966.0,Single,4,24234.0,4070,6834.0,1554,1143,458,1824,488,2976,12727.0,Save for Trip,43581
2544,56,Female,,780155.0,Married,2,14068.0,11413,5216.0,2355,1770,1362,1014,447,2320,2116.0,Emergency Fund,39965
2545,46,Male,Freelancer,484174.0,Married,4,9993.0,14066,4939.0,2559,190,0,2132,348,5,9612.0,None,34112
2546,53,Female,Salaried,508437.0,Single,0,13275.0,8028,4349.0,2145,3970,0,207,598,335,14945.0,Education,32477
2547,55,Male,Student,758427.0,Single,4,19398.0,14266,5353.0,1280,2001,0,1445,637,1329,4842.0,None,44534
2548,56,Male,Freelancer,650443.0,Married,0,8398.0,11065,3436.0,3172,2340,1481,1365,837,3087,16546.0,Buy House,35181
2549,54,Female,Salaried,418756.0,Married,3,14922.0,3366,6631.0,2126,1018,1958,1187,655,1434,13509.0,Education,33297
2550,52,Female,Self-Employed,861311.0,Married,1,14189.0,9690,5939.0,2461,2570,1005,2306,624,2792,12033.0,None,41576
2551,24,Female,Self-Employed,260310.0,Married,0,14970.0,915,5335.0,0,1639,1708,3750,849,3383,41.0,Education,32444
2552,44,Male,Self-Employed,756857.0,Single,2,7455.0,9416,4396.0,1782,2465,0,1701,735,2847,15834.0,Education,30293
2553,45,Other,Student,346958.0,Married,4,15188.0,3901,7458.0,2710,578,1418,2559,1153,2613,10145.0,Education,37578
2554,39,Male,Salaried,,Married,2,14812.0,8769,4178.0,765,1681,1101,2572,1148,0,6184.0,None,34256
2555,31,Male,Salaried,291080.0,Single,0,19834.0,10710,3725.0,253,0,391,3439,623,429,7114.0,Emergency Fund,38874
2556,24,Male,Salaried,830450.0,Single,2,20865.0,5647,4536.0,3131,2124,1255,2120,410,2517,5939.0,Emergency Fund,42605
2557,54,Female,Salaried,583673.0,Single,4,13865.0,14762,6240.0,2126,2055,2255,2160,715,762,11961.0,None,44940
2558,39,Female,Salaried,526679.0,Married,1,13146.0,4314,7150.0,2201,0,1639,1407,714,1822,10581.0,Save for Trip,32043
2559,22,Female,Student,637079.0,Single,2,7197.0,0,6591.0,2402,367,575,739,1418,3889,7772.0,Buy House,22623
2560,19,Female,Self-Employed,726380.0,Single,3,11016.0,7884,3036.0,2259,680,578,2410,785,388,13245.0,None,29036
2561,44,Male,Self-Employed,419120.0,Single,4,9721.0,13461,4912.0,0,1993,1295,1066,718,2390,10343.0,Save for Trip,34579
2562,38,Female,Self-Employed,436842.0,Single,4,16878.0,7916,4278.0,1593,0,1417,0,201,3983,8355.0,None,34850
2563,55,Male,Freelancer,,Single,3,13537.0,5628,5596.0,1857,3450,444,2722,999,0,0.0,Buy House,33344
2564,32,Female,Salaried,258531.0,Married,0,7090.0,1405,4562.0,2162,756,2250,1357,727,830,19751.0,None,21139
2565,38,Male,Student,483154.0,Single,3,7792.0,5714,6163.0,2026,4488,960,1780,1070,765,22441.0,Education,30758
2566,27,Female,Salaried,1208137.0,Married,0,24760.0,3431,4317.0,1570,1512,1797,622,1239,2633,6640.0,None,41881
2567,40,Female,Student,406397.0,Married,1,9857.0,8975,3734.0,2881,0,764,2193,522,1557,4175.0,Save for Trip,29627
2568,56,Female,Self-Employed,829561.0,Married,0,15386.0,9314,,1715,0,2533,1290,1075,2824,8176.0,None,41018
2569,22,Female,Salaried,482810.0,Married,1,12111.0,4204,4952.0,2185,1519,1254,1644,1002,287,,Emergency Fund,29158
2570,18,Male,Self-Employed,701809.0,Single,1,10753.0,6695,6327.0,3596,133,0,1998,661,1304,9711.0,None,31180
2571,30,Female,Self-Employed,730871.0,Single,3,17862.0,13785,3272.0,562,499,399,1457,483,1263,13266.0,Save for Trip,39582
2572,38,Male,Salaried,825791.0,Single,1,9727.0,6296,3570.0,0,0,1328,931,488,1958,6265.0,None,23063
2573,43,Female,Self-Employed,559949.0,Married,0,10490.0,6195,3098.0,2343,1046,2067,1511,650,2255,12440.0,Emergency Fund,29655
2574,62,Female,Salaried,997777.0,Single,2,18874.0,8746,3839.0,2587,2977,1119,1206,823,993,5445.0,None,41164
2575,38,Male,Salaried,482133.0,Single,4,10076.0,2360,3984.0,4177,778,146,0,1135,2101,6430.0,Buy House,24111
2576,35,Other,Student,646844.0,Married,4,4970.0,11799,3854.0,2032,2033,939,1537,1165,2235,19076.0,Emergency Fund,30564
2577,54,Female,Self-Employed,649055.0,Married,0,6361.0,6348,4941.0,1824,422,1268,2203,713,0,22195.0,Buy House,22884
2578,62,Male,Student,,Married,2,14572.0,3368,3501.0,1474,2513,1569,49,362,2328,7189.0,Emergency Fund,29736
2579,49,Female,Self-Employed,542826.0,Married,1,8494.0,10149,3864.0,3085,992,2005,2019,543,2116,7140.0,Save for Trip,33267
2580,53,Male,Salaried,632303.0,Single,0,17650.0,6049,5326.0,2509,1752,1878,2021,723,5389,12074.0,None,43297
2581,34,Female,,513576.0,Married,1,12105.0,4497,7942.0,2821,711,965,2468,628,2302,,None,34439
2582,52,Female,Self-Employed,1088185.0,Single,3,15812.0,8291,,2277,1155,0,1733,1212,1722,19031.0,Buy House,37769
2583,28,Other,,,Married,2,13769.0,12207,5575.0,2857,169,1662,1319,634,4011,914.0,Emergency Fund,42203
2584,38,Female,Salaried,835885.0,Single,4,17299.0,6357,4599.0,3404,3107,655,1505,206,1132,4601.0,Save for Trip,38264
2585,43,Male,Student,771292.0,Single,0,21419.0,4139,2029.0,2596,1549,2127,1393,1115,749,6682.0,Emergency Fund,37116
2586,21,Female,Student,597228.0,Married,4,14824.0,0,4701.0,1460,704,1460,566,998,1498,16819.0,Education,25228
2587,51,Male,Self-Employed,426958.0,Single,1,14580.0,2200,3466.0,1034,1230,849,1202,513,2804,16543.0,Buy House,27878
2588,35,Female,Student,446349.0,Married,1,17561.0,6071,6534.0,2155,1919,2482,1894,769,4969,,Emergency Fund,44354
2589,57,Female,Salaried,496407.0,Married,3,9180.0,2770,7358.0,3513,2173,1324,1432,542,2415,10505.0,Buy House,30707
2590,52,Male,Unemployed,242852.0,Married,1,14708.0,5205,3636.0,2206,915,1856,1137,1346,1561,6076.0,Education,32570
2591,58,Male,Freelancer,399307.0,Single,1,7390.0,15712,4968.0,340,2200,480,1568,287,1214,17554.0,Emergency Fund,34159
2592,46,Female,Salaried,303505.0,Single,4,8205.0,12925,2959.0,3777,1486,321,913,501,0,5530.0,Emergency Fund,30370
2593,46,Female,Student,869175.0,Married,4,9621.0,4728,6242.0,2461,676,0,1632,661,0,9703.0,Buy House,25026
2594,55,Male,,723692.0,Married,0,18343.0,8552,6873.0,1910,1110,1639,1853,941,1968,7366.0,Education,43189
2595,59,Male,Salaried,757195.0,Single,0,11298.0,3678,5854.0,1832,873,785,1620,1119,855,16097.0,Save for Trip,27914
2596,38,Male,Self-Employed,717766.0,Single,1,8097.0,14248,5479.0,0,3378,2629,689,1081,2005,9904.0,None,37301
2597,59,Female,Salaried,633394.0,Single,2,15796.0,8285,4934.0,1171,1617,1211,2185,961,1107,2235.0,Buy House,37267
2598,30,Male,Salaried,892136.0,Married,0,3764.0,12201,5742.0,1155,2242,1217,866,250,754,5008.0,Buy House,28191
2599,58,Female,Freelancer,477847.0,Single,1,2644.0,4853,4590.0,2625,2700,1965,1526,586,55,4277.0,None,21544
2600,34,Male,Salaried,621334.0,Single,4,10735.0,14405,4441.0,1788,1591,861,2590,923,911,0.0,Emergency Fund,38245
2601,26,Female,Salaried,749412.0,Married,3,10658.0,6240,6882.0,3091,2443,660,142,959,5134,9346.0,Buy House,36209
2602,58,Male,Salaried,335758.0,Single,4,17217.0,937,6173.0,0,1528,171,828,558,1424,15041.0,Save for Trip,28678
2603,18,Female,Salaried,1219318.0,Married,4,18002.0,7306,4144.0,4259,1404,1043,1550,631,1553,7577.0,Education,39892
2604,19,Male,Freelancer,605713.0,Single,3,11493.0,5253,7707.0,3243,1184,1269,1113,705,1850,7173.0,Emergency Fund,33817
2605,46,Female,Freelancer,628398.0,Single,4,10960.0,12020,3956.0,2429,1044,635,309,1218,3317,4050.0,Buy House,35888
2606,50,Male,Student,851376.0,Single,0,8118.0,5518,7900.0,1653,2026,1987,1537,828,2464,14089.0,Save for Trip,32031
2607,27,Female,Self-Employed,782991.0,Single,4,11451.0,10151,3050.0,2789,436,0,0,475,1726,13602.0,None,29449
2608,57,Female,Salaried,607616.0,Single,3,0.0,5271,4782.0,2089,337,1552,3243,537,1674,9424.0,Emergency Fund,18700
2609,38,Male,Student,626026.0,Single,1,9743.0,4617,5683.0,1801,2388,264,2205,765,1410,10396.0,Save for Trip,28876
2610,45,Female,Freelancer,299170.0,Single,1,11596.0,8003,,2747,2665,1571,806,363,0,1307.0,Buy House,32534
2611,28,Female,Self-Employed,488707.0,Married,1,8075.0,10127,5275.0,2868,3189,1096,1254,481,1111,8708.0,None,33476
2612,51,Male,Self-Employed,703442.0,Single,3,8782.0,1758,6910.0,2355,1093,1105,225,864,4644,10714.0,Buy House,27736
2613,25,Male,Student,688779.0,Married,3,10506.0,11692,5664.0,1522,0,1395,2588,842,4141,10569.0,Education,38124
2614,39,Male,Freelancer,844233.0,Married,0,11968.0,11748,5772.0,1879,0,1553,1617,1223,425,9010.0,Buy House,35793
2615,25,Female,Salaried,575900.0,Single,3,16314.0,6782,4091.0,654,2830,801,409,501,527,10830.0,None,32909
2616,32,Female,Freelancer,322543.0,Single,1,14132.0,7239,6229.0,598,2368,1257,1204,849,4807,13795.0,Education,38683
2617,34,Male,Salaried,811346.0,Single,3,16406.0,0,4337.0,1398,1961,1504,2073,1251,291,9718.0,Education,26626
2618,40,Female,,887218.0,Single,2,14864.0,15211,6710.0,2970,2137,2097,1948,1112,0,7294.0,Emergency Fund,46753
2619,41,Female,Salaried,779649.0,Single,4,12574.0,6713,7163.0,2118,2184,1363,1954,1289,789,14188.0,Buy House,36147
2620,62,Female,Salaried,567273.0,Single,0,,12336,5118.0,2953,3396,738,1602,326,1719,17005.0,Emergency Fund,51346
2621,36,Female,Salaried,808877.0,Married,1,8419.0,5580,5786.0,3292,409,2317,0,998,2776,8727.0,None,29251
2622,22,Female,Salaried,1285782.0,Single,1,7435.0,8012,5426.0,2362,624,1914,3459,421,422,11808.0,Emergency Fund,30075
2623,49,Female,Self-Employed,623030.0,Single,2,11237.0,10092,4894.0,963,1987,1698,1223,1532,3197,11661.0,Emergency Fund,36823
2624,61,Male,Freelancer,337653.0,Single,0,11699.0,6164,4670.0,2813,2270,1203,1777,1092,999,6191.0,None,32687
2625,18,Female,Unemployed,482743.0,Married,4,12690.0,1739,3300.0,866,292,968,2830,1037,1679,13134.0,Education,25401
2626,40,Female,Salaried,725095.0,Single,0,7228.0,7497,4008.0,1465,2328,0,1685,596,4212,3333.0,Buy House,28941
2627,54,Male,Self-Employed,279039.0,Married,0,21786.0,2342,5145.0,3356,1056,1846,2676,904,4715,5936.0,Emergency Fund,43826
2628,25,Female,Student,633881.0,Single,1,10273.0,4549,7149.0,1995,2019,0,2425,939,3004,9072.0,Save for Trip,31203
2629,30,Female,Salaried,676067.0,Married,3,7182.0,5480,5514.0,2461,207,1151,2772,603,2432,14714.0,Education,27802
2630,25,Female,Freelancer,907024.0,Single,4,13321.0,8316,6707.0,0,0,801,1993,824,0,13376.0,Emergency Fund,31076
2631,40,Male,Freelancer,862039.0,Married,0,17478.0,5428,2386.0,1683,2074,1373,1249,30,4371,9800.0,Save for Trip,36072
2632,60,Male,Salaried,772917.0,Married,2,20055.0,3123,7044.0,2282,3501,821,1111,1370,2131,16520.0,None,41438
2633,18,Female,Student,167464.0,Single,1,9.0,8751,5986.0,2095,1541,1105,2953,975,2192,5460.0,Emergency Fund,25607
2634,62,Female,Freelancer,784211.0,Single,3,15836.0,10609,6559.0,2788,3325,636,1360,655,1878,9321.0,Buy House,43646
2635,41,Male,Salaried,741103.0,Single,3,20785.0,2454,2085.0,1366,123,1092,2272,1037,1809,14136.0,Education,33023
2636,52,Female,Salaried,651189.0,Married,1,9024.0,8076,4409.0,3147,616,459,1019,271,0,6267.0,Emergency Fund,25371
2637,41,Female,Salaried,253956.0,Married,0,10842.0,11010,3427.0,1538,1992,972,1192,1109,836,11720.0,Buy House,32918
2638,34,Male,Salaried,444645.0,Single,1,7257.0,8406,6066.0,2023,2038,421,1641,760,1501,14021.0,Emergency Fund,30113
2639,22,Male,Self-Employed,366635.0,Single,3,9204.0,3158,5765.0,1012,994,2243,1152,259,776,2077.0,Save for Trip,24563
2640,37,Male,Self-Employed,196998.0,Single,3,6674.0,8958,6402.0,2554,2087,0,999,802,1522,3834.0,Education,29892
2641,38,Female,Salaried,599417.0,Married,2,16674.0,7999,4431.0,1241,963,344,1265,1078,349,9322.0,Buy House,34344
2642,57,Male,Student,440436.0,Married,2,11469.0,8608,6231.0,2263,1618,738,2094,1031,1751,0.0,Buy House,35803
2643,48,Male,Salaried,1125061.0,Single,3,,8151,5005.0,2815,1849,659,1103,809,1576,6199.0,None,18949
2644,63,Male,Salaried,566246.0,Single,2,8986.0,0,6760.0,2923,3352,1581,1526,816,2102,12548.0,Education,27972
2645,53,Male,Salaried,858751.0,Single,2,8547.0,7306,6033.0,4618,621,1001,2863,448,4760,14591.0,Emergency Fund,36197
2646,28,Male,Self-Employed,286180.0,Single,2,16277.0,11801,3911.0,2007,2098,467,1940,782,2894,12183.0,Save for Trip,42177
2647,32,Male,Salaried,493982.0,Single,3,11661.0,13748,5433.0,1691,2348,741,2562,945,1379,1412.0,Emergency Fund,40508
2648,36,Female,Salaried,619380.0,Single,0,11528.0,11978,2923.0,1372,3788,1445,1724,1214,4156,5057.0,Save for Trip,40128
2649,24,Female,Salaried,418369.0,Single,0,15215.0,8103,6791.0,2615,3020,0,1407,412,823,8422.0,None,37845
2650,45,Male,Freelancer,515560.0,Married,4,17289.0,10767,5997.0,1872,2184,221,2725,646,2891,10980.0,Buy House,44592
2651,60,Male,Unemployed,556410.0,Married,2,13338.0,10172,6056.0,1156,0,762,435,933,3276,12481.0,Save for Trip,35685
2652,22,Other,Salaried,553218.0,Married,0,8730.0,7072,6378.0,1123,1982,1152,2192,179,0,12899.0,Buy House,27939
2653,22,Male,Salaried,971024.0,Single,4,4475.0,12597,5332.0,3256,2612,972,2537,664,1987,12765.0,Buy House,34432
2654,47,Male,Self-Employed,675645.0,Married,1,19250.0,5413,2811.0,2882,411,1165,297,1293,1371,14750.0,Emergency Fund,34893
2655,49,Male,Freelancer,695902.0,Married,2,28946.0,7569,6447.0,3323,635,907,989,402,2866,9777.0,Save for Trip,52084
2656,25,Male,,707931.0,Single,0,12620.0,11609,3896.0,574,3318,1502,1698,967,1676,8114.0,Save for Trip,37860
2657,27,Female,Student,722525.0,Single,0,13582.0,4333,3770.0,1642,2750,794,1881,825,1237,7754.0,Buy House,30814
2658,55,Male,Self-Employed,583423.0,Married,0,19521.0,2657,6128.0,1085,0,479,2387,830,0,5243.0,Save for Trip,33003
2659,64,Female,Salaried,535851.0,Married,4,3437.0,4119,4215.0,2134,1527,136,607,945,3256,18341.0,Education,20376
2660,49,Male,Self-Employed,633363.0,Single,1,16771.0,9777,5251.0,1210,1489,782,937,633,1125,12064.0,None,37975
2661,45,Male,Unemployed,831361.0,Single,2,13879.0,16934,6090.0,3397,3087,900,2778,735,241,6428.0,Education,48041
2662,34,Female,Freelancer,825248.0,Married,0,,12791,6045.0,1643,3165,757,2173,781,1314,4208.0,Emergency Fund,36823
2663,48,Male,Salaried,551920.0,Married,3,9400.0,11131,6652.0,3856,1803,0,1990,1035,2051,11025.0,Emergency Fund,37760
2664,25,Female,Salaried,753569.0,Married,2,5423.0,14264,4175.0,2862,496,1186,1503,963,1488,,Education,32360
2665,57,Male,Salaried,561083.0,Single,3,17625.0,9158,4544.0,2905,1075,983,1462,837,0,12761.0,None,38371
2666,42,Female,Salaried,606774.0,Single,4,6801.0,5529,5527.0,3728,0,1409,2211,574,1962,14098.0,Save for Trip,27431
2667,26,Male,Freelancer,505295.0,Single,0,14060.0,7755,,2069,0,833,2164,540,0,10627.0,None,30349
2668,19,Female,,563671.0,Married,2,3868.0,6930,3797.0,2843,4199,285,1583,423,652,13620.0,None,24580
2669,32,Male,Freelancer,868266.0,Married,2,18972.0,4148,3669.0,2315,1194,919,480,581,675,9547.0,Save for Trip,32953
2670,20,Female,Unemployed,618484.0,Single,0,10976.0,7167,1850.0,1211,1204,2308,433,899,4120,12277.0,Save for Trip,30168
2671,53,Male,Salaried,627057.0,Single,1,17361.0,1760,4192.0,1368,1364,494,2154,1202,2419,7020.0,Save for Trip,32314
2672,21,Female,Student,,Married,4,10941.0,6710,5017.0,1798,1613,783,1825,844,1974,6598.0,Save for Trip,31505
2673,31,Male,Freelancer,538151.0,Married,0,8965.0,7609,5241.0,2450,1919,359,1275,584,2447,1797.0,Buy House,30849
